"Molecule.ChEMBL.ID","Smiles","Standard.Type","Standard.Relation","Standard.Value","Standard.Units","pChEMBL.Value","Target.ChEMBL.ID","Target.Name","Document.ChEMBL.ID","Assay.Description","Document.Journal","Document.Year","Molecular.Weight","AlogP"
"CHEMBL3953180","Cc1ccc(CN(Cc2occc2)Cc3ccc(cc3)C(=O)N4CCc5ccc(OS(=O)(=O)N)cc5C4)s1","IC50","'='",8.9,"nM",8.05,"CHEMBL3559","Steryl-sulfatase","CHEMBL3856185","Inhibition of steroid sulfatase (unknown origin) expressed in HEK293 cells assessed as reduction in transformation of [3H]-E1S to E1 after 2 hrs by liquid scintillation counting","Eur J Med Chem",2016,551.69,4.63
"CHEMBL3805209","COc1cc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)Cc5ccccc5)[C@@H]3CCc2cc1OS(=O)(=O)N","IC50","'='",0.05,"nM",10.3,"CHEMBL3559","Steryl-sulfatase","CHEMBL3856185","Inhibition of steroid sulfatase (unknown origin) expressed in HEK293 cells assessed as reduction in transformation of [3H]-E1S to E1 after 2 hrs by liquid scintillation counting","Eur J Med Chem",2016,471.62,4.11
"CHEMBL1405","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O","IC50","'='",51000,"nM",4.29,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,270.37,3.82
"CHEMBL3612353","NS(=O)(=O)Oc1ccc2C3=C(CCC3)C(O)Oc2c1","IC50","'='",1010,"nM",6,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,283.3,0.92
"CHEMBL3622064","NS(=O)(=O)Oc1ccc2cc(CN(c3ccc(cc3)C#N)n4cnnc4)ccc2c1Br","IC50","'='",205,"nM",6.69,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity (unknown origin) expressed in JEG-3 cells","J. Med. Chem.",2015,499.35,3.12
"CHEMBL3612351","NP(=S)(Oc1ccc2C3=C(CCCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCCC6)C(=O)Oc5c4","IC50","'='",109970,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,509.52,5.3
"CHEMBL1627425","CCCCCCCCCC[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C","IC50","'='",1000,"nM",6,"CHEMBL3559","Steryl-sulfatase","CHEMBL1133523","Inhibition of steroid sulfatase activity of JEG-3 cells","J. Med. Chem.",2000,412.66,7.51
"CHEMBL226892","NS(=O)(=O)Oc1cc(CN(c2ccc(cc2)C#N)n3cnnc3)ccc1F","IC50","'='",590,"nM",6.23,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145445","Inhibition of steroid sulfatase in JEG3 cell membrane","J. Med. Chem.",2007,388.38,1.34
"CHEMBL3622020","CCN1C(=O)C[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)N)ccc4[C@H]3CC[C@]2(C)C1=O","IC50","'='",52,"nM",7.28,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome in presence of [3H]-estrone sulfate","J. Med. Chem.",2015,406.5,2.11
"CHEMBL3622025","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC(=O)N(CC5CC5)C2=O","IC50","'='",74,"nM",7.13,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome in presence of [3H]-estrone sulfate","J. Med. Chem.",2015,432.54,2.5
"CHEMBL3806090","CC(C)(C)c1ccc(CC(O)[C@H]2CC[C@H]3[C@@H]4CC=C5CC(CC[C@]5(C)[C@H]4CC[C@]23C)OS(=O)(=O)N)cc1","IC50","'='",400,"nM",6.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase (unknown origin) transfected in HEK293 cells using [3H]E1S as substrate incubated for 2 hrs by liquid scintillation counting method","Eur. J. Med. Chem.",2016,529.79,6.06
"CHEMBL1627935","C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(O)c4[N+](=O)[O-])[C@@H]1CC[C@@H]2O","IC50","'='",2800,"nM",5.55,"CHEMBL3559","Steryl-sulfatase","CHEMBL1833950","Inhibition of human steroid sulfatase using 4-methylumbelliferyl sulfate substrate after 10 mins by fluorescence assay","Bioorg. Med. Chem.",2011,317.38,3.52
"CHEMBL3910182","COc1ccc(CN(Cc2ccc(cc2)C(=O)N3CCc4ccc(OS(=O)(=O)N)cc4C3)Cc5ccccn5)cc1","IC50","'='",3.9,"nM",8.41,"CHEMBL3559","Steryl-sulfatase","CHEMBL3856185","Inhibition of steroid sulfatase (unknown origin) expressed in HEK293 cells assessed as reduction in transformation of [3H]-E1S to E1 after 2 hrs by liquid scintillation counting","Eur J Med Chem",2016,572.69,4.07
"CHEMBL3806272","COc1ccc(C[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(OS(=O)(=O)N)ccc5[C@H]4CC[C@]23C)cc1","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,471.62,4.11
"CHEMBL3806025","Cc1ccc(C[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(OS(=O)(=O)N)ccc5[C@H]4CC[C@]23C)cc1C","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,469.65,4.72
"CHEMBL4084183","Cc1cc(OS(=O)(=O)N)ccc1c2ccc(s2)C(=O)c3c(F)ccc(O)c3F","IC50","'='",35,"nM",7.46,"CHEMBL3559","Steryl-sulfatase","CHEMBL4049440","Inhibition of human placental microsomal STS assessed as formation of E1 preincubated for 30 mins followed by addition of E1S as substrate measured after 20 mins by ELISA","J Med Chem",2017,425.43,3.52
"CHEMBL3622019","CN1C(=O)C[C@H]2[C@@H]3CCc4cc(OS(=O)(=O)N)ccc4[C@H]3CC[C@]2(C)C1=O","IC50","'='",12,"nM",7.92,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome in presence of [3H]-estrone sulfate","J. Med. Chem.",2015,392.48,1.72
"CHEMBL3622057","NS(=O)(=O)Oc1ccc(SCCN(c2ccc(cc2)C#N)n3cnnc3)cc1Cl","IC50","'='",1200,"nM",5.92,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity (unknown origin) expressed in JEG-3 cells","J. Med. Chem.",2015,450.93,2.45
"CHEMBL3623232","NS(=O)(=O)Oc1ccc(CN(c2ccc(cc2)C#N)n3ccnc3)c(F)c1","IC50","'='",2.5,"nM",8.6,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621095","Inhibition of steroid sulfatase in human JEG-3 cells using [6,7-3H]E1S as substrate after 1 hr by scintillation spectrometry","Eur. J. Med. Chem.",2015,387.4,1.95
"CHEMBL3612352","NP(=S)(Oc1ccc2C3=C(CCCCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCCCC6)C(=O)Oc5c4","IC50","'='",88830,"nM",4.05,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,537.57,6.08
"CHEMBL3612350","NP(=S)(Oc1ccc2C3=C(CCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCC6)C(=O)Oc5c4","IC50","'='",74330,"nM",4.13,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,481.47,4.52
"CHEMBL3612307","COP(=S)(Oc1ccc2C3=C(CCCCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCCCC6)C(=O)Oc5c4","IC50","'='",6770,"nM",5.17,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,552.59,6.77
"CHEMBL3612305","COP(=S)(Oc1ccc2C3=C(CCC3)C(=O)Oc2c1)Oc4ccc5C6=C(CCC6)C(=O)Oc5c4","IC50","'='",75020,"nM",4.12,"CHEMBL3559","Steryl-sulfatase","CHEMBL3612034","Inhibition of human placenta STS using NPS as substrate after 15 mins by microplate reader analysis","Eur. J. Med. Chem.",2015,496.48,5.21
"CHEMBL3600592","C[C@]12CC[C@H]3[C@@H](CCc4c(Br)c(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(c5)C(F)(F)F","IC50","'='",49,"nM",7.31,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,558.46,6.38
"CHEMBL3600584","C[C@]12CC[C@H]3[C@@H](CCc4c3ccc(O)c4[N+](=O)[O-])[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(Br)c5","IC50","'='",12,"nM",7.92,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,535.46,5.27
"CHEMBL1945908","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(Br)c5","IC50","'='",25,"nM",7.6,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,490.46,5.36
"CHEMBL4072794","NS(=O)(=O)Oc1ccc(c(F)c1Cl)c2ccc(s2)C(=O)c3c(F)ccc(O)c3F","IC50","'='",244.5,"nM",6.61,"CHEMBL3559","Steryl-sulfatase","CHEMBL4049440","Inhibition of human placental microsomal STS assessed as formation of E1 preincubated for 30 mins followed by addition of E1S as substrate measured after 20 mins by ELISA","J Med Chem",2017,463.84,4
"CHEMBL3622008","NS(=O)(=O)Oc1ccc2C3=C(CCC3)C(=O)Oc2c1","IC50","'='",200,"nM",6.7,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,281.29,0.86
"CHEMBL3622029","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC(=O)N(CCC(F)(F)F)C2=O","IC50","'='",0.035,"nM",10.46,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human JEG-3 cells by liquid scintillation spectrometry in presence of [6,7-3H]estrone3-sulfate","J. Med. Chem.",2015,474.5,3.04
"CHEMBL3098847","NS(=O)(=O)Oc1ccc2C3CCCCCC3C(=O)Oc2c1","IC50","'='",8,"nM",8.1,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,311.36,1.85
"CHEMBL3622013","NS(=O)(=O)Oc1ccc2C3=C(CCCCCCCCC3)C(=O)Oc2c1","IC50","'='",13,"nM",7.89,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,365.45,3.2
"CHEMBL3622014","NS(=O)(=O)Oc1ccc2C3=C(CCCCCCCCCC3)C(=O)Oc2c1","IC50","'='",60,"nM",7.22,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,379.48,3.59
"CHEMBL3622016","NS(=O)(=O)Oc1ccc2C3=C(CCCCCCCCCCCCC3)C(=O)Oc2c1","IC50","'='",370,"nM",6.43,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity in human placental microsome","J. Med. Chem.",2015,421.56,4.77
"CHEMBL3622063","NS(=O)(=O)Oc1ccc2cc(CN(c3ccc(cc3)C#N)n4cnnc4)ccc2c1Cl","IC50","'='",26,"nM",7.58,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity (unknown origin) expressed in JEG-3 cells","J. Med. Chem.",2015,454.9,3.01
"CHEMBL3600593","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(Br)cc34)[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(c5)C(F)(F)F","IC50","'='",95,"nM",7.02,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,558.46,6.38
"CHEMBL3806300","CCCCCCC(O)(CCCCc1ccc(OS(=O)(=O)N)cc1)Cc2ccc(cc2)C(C)(C)C","IC50","'='",0.4,"nM",9.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of human placental estrone sulfatase expressed in HEK293 cells using [3H]E1S as substrate incubated for 2 hrs by liquid scintillation counting method","Eur. J. Med. Chem.",2016,489.72,6.22
"CHEMBL3818226","CC1(C)COP(=O)(Nc2ccc(cc2)C3=Cc4ccc(OS(=O)(=O)N)cc4OC3=O)OC1","IC50","'='",450,"nM",6.35,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins by microplate reader method","MedChemComm",2016,480.44,3.64
"CHEMBL3819198","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NP(=O)(OCc4ccccc4)OCc5ccccc5)cc3","IC50","'='",240,"nM",6.62,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins by microplate reader method","MedChemComm",2016,592.57,6
"CHEMBL3805387","C[C@]12CC[C@H]3[C@@H](CCc4cc(OS(=O)(=O)N)ccc34)[C@@H]1CC[C@@]2(O)Cc5ccc(OCc6ccccc6)cc5","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,547.72,5.68
"CHEMBL3804911","COc1cc(C[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(OS(=O)(=O)N)ccc5[C@H]4CC[C@]23C)cc(OC)c1","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,501.65,4.12
"CHEMBL3600588","C[C@]12CC[C@H]3[C@@H](CCc4cc(O)c(cc34)[N+](=O)[O-])[C@@H]1CC[C@@H]2NS(=O)(=O)c5cccc(Br)c5","IC50","'='",50,"nM",7.3,"CHEMBL3559","Steryl-sulfatase","CHEMBL3600382","Inhibition of STS (unknown origin) using 4-MUS as substrate measured over 10 mins by fluorescence assay","Bioorg. Med. Chem.",2015,535.46,5.27
"CHEMBL3981927","NS(=O)(=O)Oc1ccc2CCN(Cc2c1)C(=O)c3ccc(CN(Cc4occc4)Cc5ccccn5)cc3","IC50","'='",16.6,"nM",7.78,"CHEMBL3559","Steryl-sulfatase","CHEMBL3856185","Inhibition of steroid sulfatase (unknown origin) expressed in HEK293 cells assessed as reduction in transformation of [3H]-E1S to E1 after 2 hrs by liquid scintillation counting","Eur J Med Chem",2016,532.62,3.66
"CHEMBL4061169","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(cc3)[N+](=O)[O-]","IC50","'='",290,"nM",6.54,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,362.32,1.95
"CHEMBL3805944","CCN(CC)CCOCC[C@H]1CC[C@H]2[C@@H]3[C@H](C)Cc4cc(OS(=O)(=O)N)ccc4[C@H]3CC[C@]12C","IC50","'='",100,"nM",7,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human MCF7 cells using [3H]-estrone sulphate as substrate incubated for 30 mins by liquid scintillation counting method","Eur. J. Med. Chem.",2016,492.73,4.74
"CHEMBL3805090","Cc1ccc(C[C@]2(O)CC[C@H]3[C@@H]4CCc5cc(OS(=O)(=O)N)ccc5[C@H]4CC[C@]23C)cc1","IC50","'='",30,"nM",7.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of estrone sulfatase in human JEG-3 cells using [3H]-estrone sulphate as substrate incubated for 1 hr by liquid scintillation counting method","Eur. J. Med. Chem.",2016,455.62,4.41
"CHEMBL4087245","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)c4ccc(F)c(F)c4)cc3","IC50","'='",180,"nM",6.75,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,472.43,3.57
"CHEMBL4079364","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)c4ccccc4)cc3","IC50","'='",490,"nM",6.31,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,436.45,3.29
"CHEMBL3805636","CSc1cc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)Cc5ccc(cc5)C(C)(C)C)[C@@H]3CCc2cc1OS(=O)(=O)N","IC50","'='",44,"nM",7.36,"CHEMBL3559","Steryl-sulfatase","CHEMBL3804784","Inhibition of human placental microsomal estrone sulfatase using [3H]E1S as substrate incubated for 30 mins","Eur. J. Med. Chem.",2016,543.8,6.12
"CHEMBL4102669","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)Cc4cc(F)c(F)c(F)c4)cc3","IC50","'='",300,"nM",6.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,504.44,3.64
"CHEMBL2205726","[NH3+]CCOCCOCCNC(=O)C(F)c1ccc(OS(=O)(=O)[O-])cc1","IC50","'='",1.5e+07,"nM",NA,"CHEMBL3559","Steryl-sulfatase","CHEMBL2202964","Displacement of 3H-DHEAS from human steroid sulfatase after 1 hr by liquid scintillation counting analysis","Bioorg. Med. Chem.",2012,511.45,-1.07
"CHEMBL4105101","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)c4c(F)c(F)c(F)c(F)c4F)cc3","IC50","'='",230,"nM",6.64,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,526.4,3.99
"CHEMBL11548","NS(=O)(=O)Oc1ccc2C=CCOc2c1","IC50","'='",1380,"nM",5.86,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,227.24,0.67
"CHEMBL4099477","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)Cc4cc(ccc4C(F)(F)F)C(F)(F)F)cc3","IC50","'='",180,"nM",6.75,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,586.47,5.26
"CHEMBL4072568","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)Cc4ccc(F)c(c4)C(F)(F)F)cc3","IC50","'='",380,"nM",6.42,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,536.46,4.38
"CHEMBL4097394","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)c4ccc(F)cc4)cc3","IC50","'='",210,"nM",6.68,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,454.44,3.43
"CHEMBL4066635","NS(=O)(=O)Oc1cccc(c1F)c2ccc(s2)C(=O)c3c(F)ccc(O)c3F","IC50","'='",123.4,"nM",6.91,"CHEMBL3559","Steryl-sulfatase","CHEMBL4049440","Inhibition of human placental microsomal STS assessed as formation of E1 preincubated for 30 mins followed by addition of E1S as substrate measured after 20 mins by ELISA","J Med Chem",2017,429.4,3.35
"CHEMBL3819219","CC(C)OP(=O)(Nc1ccc(cc1)C2=Cc3ccc(OS(=O)(=O)N)cc3OC2=O)OC(C)C","IC50","'='",470,"nM",6.33,"CHEMBL3559","Steryl-sulfatase","CHEMBL3817801","Inhibition of human placental steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins by microplate reader method","MedChemComm",2016,496.48,4.41
"CHEMBL3622071","CC(C)(C#N)c1cc(Cn2cncn2)cc(Sc3ccc(OS(=O)(=O)N)c(Cl)c3)c1","IC50","'='",3000,"nM",5.52,"CHEMBL3559","Steryl-sulfatase","CHEMBL3621110","Inhibition of STS activity (unknown origin)","J. Med. Chem.",2015,463.97,3.51
"CHEMBL4094925","NS(=O)(=O)Oc1ccc2C=C(C(=O)Oc2c1)c3ccc(NC(=O)Cc4ccccc4)cc3","IC50","'='",260,"nM",6.58,"CHEMBL3559","Steryl-sulfatase","CHEMBL4004828","Inhibition of human placenta steroid sulfatase using p-nitrophenyl sulfate as substrate after 15 mins","Eur J Med Chem",2017,450.47,3.22
"CHEMBL218382","COc1cc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2cc1OS(=O)(=O)N)OS(=O)(=O)N","IC50","'='",39,"nM",7.41,"CHEMBL3559","Steryl-sulfatase","CHEMBL1142356","Inhibition of steroid sulfatase-mediated conversion of [3H]E1S to E1","J. Med. Chem.",2008,460.57,1.72
"CHEMBL230359","OC(=O)c1ccccc1\C=N\NC(=S)NC2CCCCC2","IC50","'='",4000,"nM",5.4,"CHEMBL3559","Steryl-sulfatase","CHEMBL1145443","Inhibition of Estrone sulfatase in human placental microsome","J. Med. Chem.",2007,305.4,2.52
"CHEMBL425287","CCc1cc2[C@H]3CC[C@]4(C)[C@H](CC[C@H]4[C@@H]3CCc2cc1OS(=O)(=O)N)OS(=O)(=O)N","IC50","'='",1000,"nM",6,"CHEMBL3559","Steryl-sulfatase","CHEMBL1138865","Inhibition of STS in placental microsomes by radiometric assay","J. Med. Chem.",2006,458.6,2.28
